,update steps,smooth loss
0,0,110.47101677085772
1,100,110.72732153700736
2,200,108.04572246923433
3,300,104.91416919346294
4,400,102.01536853221418
5,500,99.38196456343391
6,600,96.84994894267638
7,700,94.32717766826097
8,800,91.6475610193935
9,900,89.32421433675633
10,1000,87.04622031986246
11,1100,84.90068476223068
12,1200,83.00828045098953
13,1300,81.15187980904733
14,1400,79.68078964976178
15,1500,78.0586503697846
16,1600,76.94311938834389
17,1700,75.77518350686896
18,1800,74.67294622787988
19,1900,73.73475993010321
20,2000,72.77428801492304
21,2100,71.80810869345262
22,2200,70.91064966287414
23,2300,70.1877793378367
24,2400,69.53678019227894
25,2500,68.76247825822034
26,2600,68.30599876185956
27,2700,67.69122322587502
28,2800,67.23843611841436
29,2900,66.55685564066518
30,3000,65.93851250825377
31,3100,65.58516585025288
32,3200,65.13349755594272
33,3300,64.82231828076954
34,3400,64.39021543824224
35,3500,63.95980447252488
36,3600,63.470163207457134
37,3700,63.20198696880335
38,3800,63.06653765310642
39,3900,62.71110690288734
40,4000,62.39101402526257
41,4100,62.20825753046286
42,4200,61.90598216868311
43,4300,61.72195222983159
44,4400,61.52111854282618
45,4500,61.472081639350755
46,4600,61.20527148477301
47,4700,61.10216094664949
48,4800,60.81909493198957
49,4900,60.69328100436048
50,5000,60.539744596910346
51,5100,60.348773021809905
52,5200,60.33406405010657
53,5300,60.36678251300159
54,5400,60.352748015280554
55,5500,60.294594789180984
56,5600,60.17528418570309
57,5700,60.06701364333806
58,5800,60.03392968242872
59,5900,59.9229206348258
60,6000,59.81622262472302
61,6100,59.84174024419683
62,6200,59.79737269638546
63,6300,59.68028041101297
64,6400,60.017228614823225
65,6500,60.052932764488475
66,6600,60.068575761918886
67,6700,59.981458255403034
68,6800,59.896591220676065
69,6900,59.84687005231342
70,7000,59.63446968208596
71,7100,59.46803033579224
72,7200,59.10369992645638
73,7300,58.67481772814874
74,7400,58.52223850569915
75,7500,58.32086542032807
76,7600,58.237820255907025
77,7700,57.924016007618434
78,7800,57.67380705370038
79,7900,57.458656854926474
80,8000,57.41821909423445
81,8100,57.34417404071812
82,8200,57.22639149846585
83,8300,57.00276614236824
84,8400,56.75807619831123
85,8500,56.486061519040945
86,8600,56.55958386802043
87,8700,56.501042247994846
88,8800,56.85260958523257
89,8900,56.90779955669029
90,9000,56.8630996490001
91,9100,56.94972378391718
92,9200,57.015540636190885
93,9300,56.96307323503198
94,9400,56.90180507134063
95,9500,56.974708704783765
96,9600,56.88224625525397
97,9700,56.87036027577674
98,9800,56.941520322857116
99,9900,56.7546881962821
100,10000,56.95633221788822
101,10100,57.07077735898102
102,10200,57.06772470786146
103,10300,57.232943562202195
104,10400,57.13855490061296
105,10500,57.098244793744044
106,10600,57.11657881698051
107,10700,57.23190353641295
108,10800,57.368080864113
109,10900,57.245846481717784
110,11000,57.173359188116684
111,11100,56.93095919152988
112,11200,57.02684513838722
113,11300,57.01932280601456
114,11400,56.81707434632934
115,11500,56.814919192419026
116,11600,56.90535832688798
117,11700,56.909274636620395
118,11800,57.01407343097865
119,11900,56.768814258410984
120,12000,56.64688184555707
121,12100,56.60372072059177
122,12200,56.846157771314545
123,12300,56.78346707146197
124,12400,56.667124879816086
125,12500,56.78357993496373
126,12600,56.76745686315129
127,12700,56.63670130972232
128,12800,56.63934974733468
129,12900,56.477691790170326
130,13000,56.45162294593275
131,13100,56.227316032940024
132,13200,56.042346197945896
133,13300,55.98009312901774
134,13400,55.84349136228758
135,13500,55.860420643963266
136,13600,55.87256896796338
137,13700,55.6401623914389
138,13800,55.627179250559145
139,13900,55.64637091209246
140,14000,55.78991433701334
141,14100,56.53502497597993
142,14200,56.459659526234844
143,14300,56.331494840943144
144,14400,56.21482072531391
145,14500,56.12024389089844
146,14600,55.97443785613368
147,14700,55.89991255774779
148,14800,55.600152286054794
149,14900,55.65772076101039
150,15000,55.48844064133431
151,15100,55.374284941035796
152,15200,55.355538554691286
153,15300,55.327622790079424
154,15400,55.15444119301504
155,15500,54.98460312003965
156,15600,54.87115673487862
157,15700,54.86935338885014
158,15800,54.914210746353014
159,15900,54.86730369069735
160,16000,54.70065471296685
161,16100,54.59372507093968
162,16200,54.648531985165484
163,16300,54.617495477923754
164,16400,54.486384984459235
165,16500,54.74108668946995
166,16600,54.72943145693359
167,16700,54.91496168119061
168,16800,54.97413872836776
169,16900,54.85723346943761
170,17000,54.68983498878854
171,17100,54.533681926398465
172,17200,54.34883296721497
173,17300,54.30382052515952
174,17400,54.16279695968192
175,17500,54.063626237932006
176,17600,54.18004877568254
177,17700,54.16004085743123
178,17800,54.28349858697821
179,17900,54.49663659788119
180,18000,54.325827235687846
181,18100,54.25290457338841
182,18200,54.25509951794722
183,18300,54.37681828702906
184,18400,54.35034798688331
185,18500,54.423191436211326
186,18600,54.38781087209944
187,18700,54.301249649461965
188,18800,54.36600272196594
189,18900,54.307929602769214
190,19000,54.0433289815829
191,19100,54.027746296628486
192,19200,53.946484024021785
193,19300,53.859409279760946
194,19400,53.718936469809464
195,19500,53.58367598341134
196,19600,53.509504143094034
197,19700,53.47323778988334
198,19800,53.48323838050585
199,19900,53.42237337128921
200,20000,53.391346450831904
201,20100,53.41966877009825
202,20200,53.31528469091466
203,20300,53.43961529333562
204,20400,53.45642591963617
205,20500,53.48242866087017
206,20600,53.5724269472243
