,update steps,smooth loss
0,0,110.47101677085772
1,100,109.84739494069402
2,200,107.22723664687919
3,300,104.42424870658508
4,400,101.77118217016981
5,500,99.75032216991255
6,600,97.7194492074855
7,700,95.73815203195066
8,800,93.6219133329343
9,900,91.79575229766877
10,1000,89.85314191290756
11,1100,87.95562147171906
12,1200,86.37312968624609
13,1300,84.62220956691529
14,1400,83.16890518080989
15,1500,81.50932481949577
16,1600,80.2785071940142
17,1700,79.03708519763786
18,1800,77.83018298875734
19,1900,76.80093991751387
20,2000,75.71379654976309
21,2100,74.66105253210816
22,2200,73.66740935181035
23,2300,72.84520163984907
24,2400,72.05956434865865
25,2500,71.19436493738307
26,2600,70.65017094927912
27,2700,69.94317150456736
28,2800,69.1714973488695
29,2900,68.45829972870925
30,3000,67.77631799221959
31,3100,67.36015946180157
32,3200,66.90229797155912
33,3300,66.55403608848387
34,3400,66.11692113304424
35,3500,65.60378885418648
36,3600,65.08894122066376
37,3700,64.81607536007526
38,3800,64.64710232392716
39,3900,64.28383584093143
40,4000,63.946399478123304
41,4100,63.70612232288838
42,4200,63.38343094149299
43,4300,63.13421402628091
44,4400,62.948306092133514
45,4500,62.84312266116612
46,4600,62.63285481724515
47,4700,62.48925411224264
48,4800,62.173701327358074
49,4900,62.02116090137701
50,5000,61.85668880833563
51,5100,61.62092268465489
52,5200,61.5694307989342
53,5300,61.56724907857112
54,5400,61.583331386158775
55,5500,61.50789846454146
56,5600,61.35599146663889
57,5700,61.23975306216794
58,5800,61.124270850630225
59,5900,61.05397105693595
60,6000,60.90534845271857
61,6100,60.90894904463476
62,6200,60.88452749302418
63,6300,60.73461870862066
64,6400,61.03040338405239
65,6500,61.07665726174334
66,6600,61.1198291622797
67,6700,60.95053238719965
68,6800,60.86045986475046
69,6900,60.859492895760184
70,7000,60.62704234548302
71,7100,60.394237828105275
72,7200,60.061370825401504
73,7300,59.670773324841626
74,7400,59.55957923662098
75,7500,59.381366596515
76,7600,59.32544355789793
77,7700,59.041165073694266
78,7800,58.774964876072254
79,7900,58.54799792169477
80,8000,58.51062900558556
81,8100,58.44288783457938
82,8200,58.373674908949276
83,8300,58.18704299892952
84,8400,57.96317360421716
85,8500,57.7039665169145
86,8600,57.76212489258238
87,8700,57.6848371317408
88,8800,57.99326678162975
89,8900,58.01811267008878
90,9000,57.96070450285088
91,9100,58.06839244734406
92,9200,58.12275571866431
93,9300,58.053557953803285
94,9400,57.963320682935645
95,9500,58.02785839670792
96,9600,57.959587683236855
97,9700,57.922037652484946
98,9800,57.96198534149612
99,9900,57.848301751796896
100,10000,58.08115028947246
101,10100,58.142470782136286
102,10200,58.129088847688614
103,10300,58.30116540680448
104,10400,58.23731748915113
105,10500,58.222684716026905
106,10600,58.37301135032414
107,10700,58.55076361932876
108,10800,58.667703024606276
109,10900,58.546453687697074
110,11000,58.43201605785
111,11100,58.18003756929096
112,11200,58.203719051207685
113,11300,58.160442235928855
114,11400,58.01552286800562
115,11500,57.958042154814606
116,11600,58.04096641083866
117,11700,58.08384005758245
118,11800,58.18538041536375
119,11900,57.94175037723706
120,12000,57.76009808620523
121,12100,57.69661422286341
122,12200,57.9195877960532
123,12300,57.81158521797671
124,12400,57.712784109788075
125,12500,57.768601796681544
126,12600,57.71783295252131
127,12700,57.65845443251329
128,12800,57.672673910978155
129,12900,57.48469913212946
130,13000,57.4085765914854
131,13100,57.23478757829639
132,13200,57.01969263144508
133,13300,56.996316293396276
134,13400,56.854701976482154
135,13500,56.855878835067195
136,13600,56.899709481911295
137,13700,56.67229910492116
138,13800,56.618175937399435
139,13900,56.64348694588076
140,14000,56.73837957272862
141,14100,57.5272732639472
142,14200,57.48781845937247
143,14300,57.37199372491484
144,14400,57.24944591562343
145,14500,57.201856462356915
146,14600,57.11374820724329
147,14700,57.04677436803741
148,14800,56.69783537966221
149,14900,56.72791290374526
150,15000,56.563643568860066
151,15100,56.45667011583613
152,15200,56.39770358856486
153,15300,56.34038295588382
154,15400,56.19113236835162
155,15500,56.07782645444372
156,15600,55.940716142333144
157,15700,55.956259080988765
158,15800,55.96735837753443
159,15900,55.96591332441376
160,16000,55.85112285162239
161,16100,55.727338801804805
162,16200,55.76535170182962
163,16300,55.76558627866046
164,16400,55.65463756494994
165,16500,55.8700225346583
166,16600,55.83178154851027
167,16700,56.01055757944274
168,16800,56.02930756940843
169,16900,55.93819677391793
170,17000,55.77570038507662
171,17100,55.68449239185101
172,17200,55.539375140029094
173,17300,55.440513897695794
174,17400,55.34152781805963
175,17500,55.3147927485245
176,17600,55.41196213310122
177,17700,55.33996016843168
178,17800,55.4384930192568
179,17900,55.63530937066514
180,18000,55.46390530834041
181,18100,55.39390331301612
182,18200,55.345468525120275
183,18300,55.467231882520856
184,18400,55.442979944344415
185,18500,55.50088108643523
186,18600,55.48216801727867
187,18700,55.3848235855266
188,18800,55.41674488281449
189,18900,55.34953056369623
190,19000,55.1208343095736
191,19100,55.07311358485797
192,19200,54.97558687759681
193,19300,54.89205461501505
194,19400,54.75531171201555
195,19500,54.6494837403093
196,19600,54.57120124799496
197,19700,54.55873079909601
198,19800,54.53892679729148
199,19900,54.40726213324765
200,20000,54.34399633644088
201,20100,54.34451413936385
202,20200,54.26999391703094
203,20300,54.34732116831568
204,20400,54.3909333937187
205,20500,54.3902761229321
206,20600,54.42031838710712
207,20700,54.381769005348964
208,20800,54.33821719759241
209,20900,54.19434547340588
210,21000,54.019460643699176
211,21100,53.98804559307881
212,21200,53.86937698694479
213,21300,53.73330644389558
214,21400,53.66269007216107
215,21500,53.505889870886534
216,21600,53.3704831205218
217,21700,53.21597774725225
218,21800,53.13294705421769
219,21900,53.2635342773176
220,22000,53.33778657117472
221,22100,53.44786863086269
222,22200,53.55419322048599
223,22300,53.515496290845334
224,22400,53.66380385584313
225,22500,53.75536019710744
226,22600,53.57747113487033
227,22700,53.59345858948969
228,22800,53.584681582818895
229,22900,53.64492216204354
230,23000,53.65090414272847
231,23100,53.51753449000512
232,23200,53.735143662562876
233,23300,53.8915387549304
234,23400,53.879186490833774
235,23500,53.91822219267083
236,23600,53.94660739722434
237,23700,53.87667899938067
238,23800,53.81611162326058
239,23900,53.68305472706193
240,24000,53.557040394065965
241,24100,53.417733757374705
242,24200,53.46485476418512
243,24300,53.771851583321414
244,24400,53.89501684768003
245,24500,53.84000927994
246,24600,53.822845804870546
247,24700,53.936769622052026
248,24800,53.83694838840381
249,24900,53.766050857185185
250,25000,53.6363829426401
251,25100,53.64601891585674
252,25200,53.831994645724095
253,25300,53.76404449981048
254,25400,53.615840123719124
255,25500,53.524818833732084
256,25600,53.663951740589354
257,25700,53.727668864758876
258,25800,53.8128026507125
259,25900,53.732901512087636
260,26000,53.584161603386136
261,26100,53.66707489440172
262,26200,53.54587500390398
